-0.77947 0.838221 1
0.155635 0.895377 1
-0.0599077 -0.71778 1
0.207596 0.758933 1
-0.195983 -0.375487 -1
0.588489 -0.842554 1
0.00719859 -0.548316 -1
0.738839 -0.603394 1
0.704648 -0.0204201 1
0.969927 0.641371 -1
0.435431 0.744773 -1
-0.844258 0.742354 1
0.591425 -0.546021 1
-0.0690931 0.03766 -1
-0.951549 -0.733055 -1
-0.129881 0.756761 1
-0.495346 -0.566279 -1
-0.903994 0.509221 1
0.292351 0.16089 -1
0.647986 -0.779338 1
0.375956 0.0782031 -1
0.24589 0.00451467 -1
-0.457192 0.423905 1
-0.441279 0.705719 1
0.507447 0.758726 -1
